"","Carrier","Airport_Distance","Number_of_flights","Weather","Support_Crew_Available","Baggage_loading_time","Late_Arrival_o","Cleaning_o","Fueling_o","Security_o","Arr_Delay"
"3143","AA",445,42769,6,91,17,18,13,29,33,66
"3144","AA",455,43147,6,46,18,19,10,27,44,106
"3145","UA",426,44987,6,92,17,19,6,31,35,60
"3146","UA",449,44769,5,110,17,19,9,22,33,81
"3147","AA",433,43700,5,169,17,18,11,27,41,60
"3148","UA",437,39873,5,121,16,18,15,24,47,48
"3149","AA",439,46976,6,98,17,20,10,30,36,97
"3150","B6",432,42640,5,126,17,19,9,30,27,77
"3151","B6",454,42806,5,43,17,20,18,22,39,80
"3152","B6",448,44730,5,69,17,19,7,25,37,71
"3153","MQ",447,38576,5,61,17,19,8,20,33,42
"3154","DL",423,40195,6,103,17,19,5,24,32,50
"3156","B6",454,47318,5,57,18,19,7,24,34,75
"3157","B6",424,45509,5,128,17,19,15,29,48,72
"3158","UA",423,40080,5,191,16,19,3,26,48,35
"3159","DL",441,38332,5,166,16,17,4,21,33,19
"3161","WN",431,40849,5,46,16,19,8,29,44,35
"3162","UA",424,41697,5,151,17,19,6,33,40,35
"3163","B6",376,29777,5,93,14,15,10,24,37,0
"3164","UA",446,40839,5,94,16,17,15,31,33,22
"3165","VX",444,41732,5,64,17,18,13,24,38,53
"3166","B6",442,44527,5,99,17,18,8,27,27,69
"3167","B6",426,45137,5,34,17,19,6,27,55,72
"3168","WN",430,45291,6,64,17,19,8,30,28,77
"3169","DL",429,40987,5,106,17,18,12,21,36,50
"3170","DL",464,45245,6,10,18,20,13,23,41,103
"3171","B6",420,44597,6,129,17,18,17,27,40,69
"3172","WN",440,38536,5,37,16,18,8,23,36,32
"3173","AA",458,41742,5,129,17,19,12,27,40,79
"3174","MQ",441,43077,5,83,17,19,3,17,44,41
"3176","EV",468,45141,6,113,17,19,11,27,43,76
"3177","B6",464,41311,5,94,17,19,9,27,30,47
"3178","EV",443,45455,5,62,17,19,12,24,39,82
"3179","MQ",452,40332,5,74,16,19,11,29,36,43
"3180","UA",454,44344,5,87,16,18,3,31,35,56
"3181","US",418,46211,5,99,17,20,13,22,34,89
"3182","DL",427,43084,5,137,17,17,5,28,34,46
"3183","UA",439,40872,6,75,17,20,6,33,30,65
"3184","DL",419,44543,5,23,17,19,12,24,30,61
"3186","B6",456,43948,6,75,17,19,8,29,52,85
"3187","US",436,42903,5,137,17,19,1,32,36,49
"3188","UA",456,44307,6,104,17,19,12,30,37,73
"3189","MQ",451,41826,5,76,16,18,12,20,38,46
"3190","DL",425,40949,5,83,17,18,11,23,34,47
"3191","US",428,44451,6,64,17,18,9,29,37,89
"3192","US",464,45462,5,101,17,19,12,25,38,85
"3193","EV",423,40372,5,195,17,18,3,25,31,26
"3194","DL",443,42881,5,99,16,18,8,28,41,34
"3196","EV",429,43486,5,64,17,18,14,20,50,73
"3197","MQ",455,44978,5,89,17,19,11,22,27,92
"3198","AA",457,43223,6,78,17,19,9,25,44,108
"3199","UA",445,42258,5,44,17,19,12,24,30,60
"3201","UA",431,44263,5,108,18,19,10,21,35,113
"3202","AA",435,43901,6,38,17,19,10,21,41,75
"3203","EV",439,45714,5,94,17,18,11,29,40,73
"3204","VX",440,48598,5,83,18,20,12,23,34,98
"3205","UA",433,46061,6,22,17,19,11,26,49,96
"3207","UA",469,42215,5,4,16,18,8,24,38,61
"3208","AA",463,47993,5,72,18,19,13,21,33,97
"3209","UA",433,41888,5,37,16,18,5,27,34,50
"3210","B6",464,40798,6,37,17,19,9,20,35,76
"3212","UA",472,46467,5,44,17,20,13,24,53,97
"3213","UA",448,42645,5,92,17,20,13,28,42,85
"3214","AA",443,40733,5,153,17,19,8,32,39,54
"3215","DL",430,40280,6,19,17,18,9,30,48,41
"3217","B6",465,41887,6,1,17,19,8,23,20,70
"3218","DL",446,38608,5,122,16,18,8,20,20,24
"3219","EV",457,42008,5,114,17,19,1,22,36,49
"3220","DL",436,45563,6,43,17,19,12,26,22,76
"3221","US",427,43048,6,67,17,20,13,28,44,73
"3222","WN",431,41895,6,34,17,19,3,19,26,58
"3223","MQ",472,42997,6,155,17,18,13,20,39,70
"3224","UA",442,40153,5,105,16,17,10,20,38,19
"3225","B6",446,43549,5,96,16,18,6,23,38,54
"3226","DL",454,45391,5,91,17,19,15,27,36,72
"3227","UA",455,43130,5,107,17,19,13,26,47,52
"3228","MQ",423,39898,5,170,16,18,5,21,46,33
"3229","AA",436,45757,6,122,17,19,11,26,30,59
"3230","B6",443,44071,6,65,18,19,10,23,38,92
"3231","UA",439,43419,5,54,17,19,10,26,50,62
"3232","DL",438,44508,5,50,18,19,14,23,27,105
"3234","EV",431,44115,5,109,17,18,3,13,38,61
"3235","WN",449,42753,5,46,16,19,12,22,32,44
"3236","UA",440,45165,6,102,17,19,7,28,51,66
"3238","DL",462,40540,6,25,17,19,10,26,34,61
"3239","US",453,41330,6,67,17,18,7,20,28,53
"3240","EV",414,39519,6,92,17,18,8,25,48,43
"3241","UA",429,44044,5,83,17,20,9,21,29,86
"3242","UA",452,44794,6,35,17,18,10,23,35,65
"3244","AA",470,45294,5,112,17,19,13,21,35,84
"3245","DL",434,40389,5,24,17,18,16,24,32,40
"3246","MQ",429,38850,5,85,17,17,10,23,36,37
"3248","VX",434,42864,5,84,17,19,8,25,37,65
"3249","AA",415,43165,6,47,18,20,10,28,26,101
"3250","DL",424,41903,6,102,16,18,12,20,43,50
"3254","EV",447,42632,6,131,17,18,11,25,36,60
"3255","EV",480,49423,6,16,18,20,8,29,38,140
"3256","B6",448,43237,6,98,17,19,5,25,35,75
"3257","DL",454,43194,5,88,17,19,18,21,38,59
"3258","B6",460,43233,6,36,17,19,8,22,40,59
"3259","MQ",440,43839,5,139,16,19,5,28,41,39
"3260","AA",462,48109,5,83,18,19,9,24,38,113
"3261","DL",465,43873,6,84,17,19,13,19,34,76
"3262","DL",448,48391,6,63,18,19,15,23,43,121
"3263","MQ",407,40085,6,67,16,19,12,31,31,42
"3265","MQ",451,42590,5,40,17,19,12,25,37,76
"3267","AA",427,43482,5,122,16,18,13,24,32,61
"3268","WN",428,39675,5,102,17,17,13,23,24,27
"3270","US",412,34998,5,72,16,18,11,31,40,14
"3271","EV",434,42337,6,58,17,18,15,27,21,48
"3273","EV",420,44129,5,58,17,18,8,30,43,51
"3274","VX",455,46151,5,27,17,18,12,20,32,100
"3275","B6",452,46538,6,139,18,19,15,29,32,105
"3276","UA",421,40771,5,125,16,18,10,20,28,29
"3277","EV",449,40832,5,52,17,19,16,27,40,67
"3278","B6",441,45903,5,127,18,19,12,29,34,91
"3279","EV",442,39883,5,100,17,19,11,23,17,55
"3280","MQ",458,48422,5,74,18,19,9,20,34,86
"3281","UA",459,46918,5,89,17,19,3,23,40,98
"3282","AA",445,39091,6,39,17,19,8,24,35,52
"3283","DL",434,42660,6,23,17,18,8,29,44,61
"3284","WN",421,42534,5,68,16,18,9,21,37,41
"3285","EV",435,42901,5,76,17,18,13,31,39,57
"3286","B6",442,42214,5,77,17,20,9,26,40,76
"3288","EV",406,38729,5,66,16,19,8,22,35,36
"3289","DL",463,41432,5,91,17,18,11,25,30,34
"3290","UA",448,41506,5,5,17,19,9,26,30,66
"3291","AA",459,43656,6,112,17,19,2,24,39,77
"3292","WN",455,47800,5,83,17,20,8,26,45,74
"3293","EV",446,45630,5,70,17,19,8,25,36,77
"3294","AA",462,44511,5,99,17,19,5,25,37,87
"3295","MQ",453,45080,6,93,18,20,8,34,31,84
"3296","EV",429,41806,6,4,16,19,11,23,40,49
"3297","DL",429,43640,5,108,17,19,12,29,48,55
"3298","DL",458,44495,6,83,18,20,7,25,38,95
"3299","B6",466,44776,5,126,18,20,12,22,37,114
"3301","B6",423,41667,6,73,16,18,7,27,26,35
"3302","AA",453,47164,5,127,17,19,6,25,37,114
"3303","UA",407,36528,5,129,16,17,9,25,37,15
"3304","DL",444,43483,5,30,17,19,8,28,38,82
"3305","WN",443,41753,5,124,16,17,3,30,33,33
"3310","MQ",439,45724,6,158,17,20,9,22,39,64
"3311","FL",392,39007,5,138,16,17,15,26,33,17
"3312","AA",439,44934,5,67,17,19,9,27,36,64
"3313","AA",439,42757,5,123,17,19,12,21,37,39
"3314","MQ",476,46814,6,86,18,19,18,26,36,119
"3315","UA",466,40712,5,105,17,19,11,29,44,46
"3316","B6",446,43597,6,33,18,19,11,26,39,95
"3317","UA",450,43499,5,4,17,18,7,20,43,83
"3318","EV",443,41250,6,96,17,19,10,20,41,71
"3320","MQ",446,37668,5,62,17,18,13,24,51,32
"3321","AA",457,44411,5,75,17,20,6,21,31,95
"3322","WN",424,42630,5,47,17,19,11,24,35,68
"3324","US",428,39593,5,104,16,18,10,23,26,27
"3325","EV",447,45746,5,74,18,19,13,26,41,90
"3327","MQ",462,42962,5,35,17,18,12,22,30,63
"3328","EV",447,41212,6,75,17,19,8,26,38,72
"3330","UA",467,44408,5,56,18,20,11,21,46,108
"3331","DL",453,43915,6,36,17,19,9,21,33,86
"3332","DL",474,44404,5,31,18,18,7,26,41,120
"3333","VX",441,41583,5,2,18,19,12,30,25,89
"3334","UA",463,43454,5,111,16,18,10,22,34,48
"3335","EV",446,42902,6,91,17,18,4,20,45,53
"3336","B6",447,47765,5,63,18,19,9,29,41,104
"3337","EV",445,46164,5,11,18,18,10,24,36,114
"3338","B6",460,43832,5,80,17,19,7,28,42,72
"3339","AA",443,39955,5,134,17,19,7,27,33,61
"3340","B6",471,49027,5,26,18,19,14,24,34,125
"3341","AA",437,42625,5,140,17,19,8,25,37,48
"3342","EV",412,40891,5,35,17,18,14,21,25,58
"3344","UA",469,42373,6,48,17,20,10,29,48,57
"3345","WN",450,42871,5,91,17,19,13,23,31,59
"3346","EV",431,45375,5,155,17,18,11,28,35,74
"3347","B6",452,44268,5,83,18,19,9,19,49,83
"3348","EV",418,42625,5,81,16,19,14,23,27,38
"3349","EV",427,40474,5,74,18,19,9,30,35,63
"3350","EV",446,42443,6,120,17,20,8,26,34,82
"3351","DL",422,47366,5,101,17,19,11,27,47,91
"3352","EV",422,41554,5,132,16,18,9,25,38,29
"3353","B6",447,46950,6,4,19,19,15,25,30,134
"3354","WN",450,41842,5,76,17,19,15,26,31,62
"3355","MQ",433,43424,6,79,17,19,11,23,38,87
"3357","UA",420,41302,5,63,17,18,12,26,37,54
"3359","US",436,40855,5,102,16,18,4,26,43,69
"3361","DL",454,42192,5,123,17,18,11,22,38,76
"3362","EV",433,46099,6,136,17,19,13,24,34,65
"3365","UA",458,42957,5,87,18,19,3,29,26,79
"3366","UA",438,47323,5,79,18,20,12,24,34,100
"3368","B6",474,44667,6,83,17,19,14,21,32,90
"3369","B6",440,47700,5,49,17,19,15,27,33,113
"3370","DL",443,43483,6,125,17,19,13,25,34,92
"3372","UA",456,39084,6,107,17,18,11,24,30,46
"3373","EV",438,45437,5,39,17,18,11,26,40,49
"3375","EV",449,43267,6,66,17,18,13,27,32,68
"3376","B6",440,45561,5,64,18,19,8,23,31,90
"3377","UA",438,39279,5,80,16,19,16,25,39,33
"3378","UA",456,43379,5,47,17,19,8,20,30,88
"3379","B6",423,36542,5,79,16,18,9,21,31,16
"3380","UA",446,45606,6,87,18,19,10,28,41,96
"3382","DL",443,43951,6,90,17,19,8,21,33,62
"3384","DL",445,44626,6,54,18,20,6,22,32,76
"3385","AA",460,41904,5,147,17,18,7,29,36,73
"3386","EV",455,41692,5,136,17,19,8,26,28,62
"3387","AA",448,48863,5,86,18,19,9,27,37,122
"3389","AA",413,37291,5,83,15,16,2,19,32,10
"3390","US",430,41074,5,99,17,18,7,24,45,49
"3391","MQ",450,44876,5,108,17,18,12,23,35,85
"3393","9E",440,42709,5,107,17,19,12,21,49,56
"3394","B6",404,40101,5,132,16,18,16,31,40,24
"3395","MQ",430,46220,5,80,17,18,17,21,43,102
"3396","US",450,39523,5,129,15,18,10,20,39,21
"3398","9E",451,44220,6,94,18,19,10,25,38,100
"3399","DL",453,43742,6,112,17,18,14,24,45,70
"3401","B6",423,34478,5,116,16,18,9,27,36,26
"3402","DL",436,44724,5,23,17,20,9,26,42,84
"3403","UA",447,38360,5,175,16,18,2,22,39,38
"3404","UA",436,40743,5,92,16,17,7,23,32,24
"3405","UA",431,46008,6,31,18,19,7,21,32,105
"3406","US",432,43234,5,76,16,18,10,23,31,32
"3407","MQ",432,39477,5,106,16,17,12,25,46,35
"3408","EV",424,42057,5,132,17,18,7,25,34,62
"3409","UA",427,41674,5,91,17,19,11,30,41,62
"3410","B6",436,44444,6,131,17,19,14,26,42,73
"3411","UA",433,42574,6,97,17,19,15,27,32,64
"3412","EV",437,44970,5,77,17,19,5,24,40,77
"3413","MQ",404,36216,5,114,15,17,13,24,43,16
"3414","AA",458,45142,6,49,18,19,11,22,39,94
"3415","UA",439,44793,6,154,17,18,13,27,43,60
"3416","9E",442,38358,6,122,17,18,8,25,38,26
"3417","MQ",404,41162,6,95,16,19,11,26,40,36
"3418","UA",436,37913,5,137,16,18,5,29,46,18
"3420","DL",464,48902,6,106,18,20,7,28,47,128
"3421","DL",430,46697,5,66,17,20,12,25,42,92
"3422","B6",429,41768,5,71,16,17,17,30,45,31
"3423","EV",455,45009,6,43,17,19,14,24,38,68
"3424","MQ",460,39978,5,114,16,18,7,26,30,39
"3425","B6",463,42408,6,111,17,18,12,26,40,79
"3426","UA",455,48913,5,48,18,20,12,23,38,120
"3427","AA",437,44459,5,106,17,19,7,32,42,91
"3428","MQ",442,40509,5,66,16,18,7,33,32,42
"3429","UA",439,39440,5,63,17,18,5,28,35,65
"3431","MQ",417,42455,5,115,17,19,8,24,46,46
"3432","UA",481,44930,6,135,17,19,12,22,45,74
"3433","UA",440,44098,5,109,17,18,10,22,20,72
"3434","B6",457,41466,5,57,17,18,8,28,37,73
"3435","B6",444,41773,5,92,17,18,8,29,30,60
"3436","WN",450,43074,5,70,17,19,11,36,26,61
"3437","AA",441,41728,5,76,16,18,8,19,45,53
"3439","B6",441,34868,5,131,16,16,11,24,44,5
"3440","UA",471,45427,6,43,17,19,11,27,40,86
"3442","UA",452,47612,6,62,17,19,16,27,31,105
"3443","US",419,44436,5,119,17,19,17,23,44,73
"3444","9E",438,46209,5,0,17,18,6,25,42,74
"3445","EV",457,42125,6,149,18,19,11,27,41,96
"3446","EV",439,41397,6,98,16,19,11,19,29,48
"3447","UA",426,44712,6,131,17,19,10,23,47,79
"3448","EV",429,42275,5,76,16,19,9,19,39,48
"3449","WN",448,39131,5,75,16,18,11,31,27,10
"3450","DL",433,44060,6,111,17,20,15,22,48,109
"3455","DL",445,40453,5,123,17,19,13,27,37,65
"3456","DL",437,45655,5,106,16,19,3,27,52,82
"3457","UA",460,43271,5,75,17,19,5,28,40,83
"3458","9E",440,41981,5,70,17,19,11,19,40,63
"3459","DL",429,35068,5,187,15,16,13,27,35,7
"3460","MQ",471,48335,5,85,19,20,7,26,23,141
"3462","UA",456,42146,5,88,17,18,11,24,38,50
"3463","9E",456,46271,6,10,17,19,10,20,35,105
"3464","EV",435,43437,6,23,18,19,4,27,35,78
"3465","FL",432,44246,5,95,17,19,5,30,35,90
"3466","9E",441,43672,5,108,17,19,3,24,36,71
"3467","AA",441,45067,6,125,18,19,10,22,30,106
"3469","DL",443,41071,6,123,17,18,7,24,34,48
"3471","EV",465,44132,6,44,17,19,7,22,37,63
"3472","DL",450,44751,6,91,17,19,12,29,32,90
"3473","UA",433,39799,5,38,17,18,12,21,44,31
"3475","EV",435,45214,6,50,18,20,12,25,35,83
"3476","B6",420,42664,5,106,18,19,11,25,39,71
"3477","DL",452,45128,6,97,17,19,12,26,36,55
"3478","9E",451,46014,6,65,18,19,5,29,32,96
"3479","UA",449,43489,6,52,18,19,10,25,37,98
"3480","DL",458,47509,6,78,18,20,11,25,29,117
"3481","EV",427,42281,5,63,17,18,10,26,19,56
"3482","B6",444,43253,6,111,18,19,11,24,31,98
"3483","WN",462,41793,5,11,17,19,4,26,28,92
"3486","MQ",430,46780,5,101,18,20,8,23,39,92
"3488","B6",409,36813,5,150,15,17,9,30,31,10
"3489","UA",444,44935,6,80,17,20,5,21,43,76
"3491","AA",451,47298,5,109,17,19,15,26,48,86
"3492","B6",464,42958,6,34,17,19,7,27,31,68
"3494","DL",407,37748,5,69,16,18,8,23,28,19
"3495","DL",429,42349,5,146,17,18,10,25,43,62
"3497","EV",425,44186,5,67,17,19,8,30,35,74
"3498","MQ",427,43684,6,55,18,19,10,27,32,88
"3499","UA",450,42818,5,68,17,18,13,31,28,42
"3500","DL",421,42457,5,59,16,18,10,26,46,42
"3501","US",449,42857,6,45,17,18,10,33,33,78
"3503","B6",440,46284,6,12,17,20,5,23,31,101
"3504","DL",452,46048,6,119,18,18,11,23,59,72
"3505","B6",454,43300,5,81,17,19,12,27,39,80
"3506","VX",443,43462,5,94,17,19,14,17,41,55
"3507","EV",454,44196,5,88,17,18,15,24,16,52
"3508","DL",457,47035,6,62,18,19,12,25,54,89
"3509","EV",441,42982,5,65,17,19,8,31,50,48
"3510","B6",433,45603,5,14,17,18,12,27,51,81
"3511","EV",459,42815,5,51,17,19,1,24,17,76
"3512","US",435,44835,6,48,18,19,9,24,40,99
"3513","UA",450,41108,5,23,17,19,11,27,38,63
"3514","WN",447,46636,5,86,17,19,8,30,25,64
"3516","UA",462,40162,5,109,17,19,11,26,40,39
"3517","UA",469,42687,5,88,16,19,9,22,37,59
"3518","B6",440,41729,5,83,16,17,11,24,56,40
"3519","9E",446,42965,5,50,17,20,14,20,41,70
"3521","MQ",449,44404,5,36,17,19,9,26,34,49
"3522","AA",438,41121,6,38,17,18,5,21,41,55
"3523","UA",450,45079,5,82,17,18,12,25,33,64
"3524","EV",460,43701,6,157,16,19,11,22,40,50
"3525","EV",449,46980,6,64,17,19,11,24,29,88
"3526","B6",454,44555,6,39,18,19,14,25,49,98
"3527","B6",435,44628,5,146,17,19,10,23,43,83
"3528","AA",438,44397,6,65,17,19,8,25,32,64
"3529","DL",435,43426,5,143,16,18,9,25,37,44
"3530","EV",437,49666,6,63,17,20,12,28,39,126
"3531","DL",442,42618,5,57,16,18,10,26,39,52
"3532","EV",449,43264,5,92,17,19,8,26,37,50
"3533","AA",439,44359,6,89,17,18,4,28,48,70
"3534","DL",432,39580,6,94,17,18,9,27,45,34
"3535","VX",454,46218,5,63,18,20,10,28,50,126
"3536","AA",431,37198,5,106,17,18,7,24,27,14
"3539","MQ",452,46664,5,71,18,19,14,26,29,108
"3540","AA",431,43043,6,74,17,19,8,23,43,62
"3542","UA",442,46150,5,54,17,18,10,23,33,77
"3545","DL",450,44840,5,114,17,20,10,24,30,93
"3546","UA",447,41756,5,136,17,19,13,36,36,48
"3547","WN",423,42891,6,105,17,19,11,27,48,61
"3549","B6",436,45855,6,85,17,18,14,25,38,61
"3550","B6",448,43692,5,53,17,18,11,24,38,68
"3551","UA",440,40622,5,42,17,19,9,20,56,53
"3552","UA",430,40027,6,149,16,18,7,31,36,22
"3553","B6",468,43432,5,97,17,20,10,19,42,91
"3554","AA",418,38720,5,153,16,18,7,26,40,18
"3555","F9",439,41879,5,61,17,18,8,25,49,55
"3556","B6",406,40258,5,80,17,18,12,27,29,52
"3558","AA",483,48376,6,61,18,20,7,17,33,147
"3560","MQ",451,43901,5,93,17,20,9,22,43,114
"3561","DL",436,45419,5,81,18,19,8,24,37,118
"3563","UA",437,44172,6,125,17,18,9,28,41,81
"3564","AA",446,44442,5,51,17,20,8,24,40,99
"3566","AA",415,43666,5,6,17,19,10,25,28,70
"3567","EV",444,43587,5,49,17,20,7,26,26,49
"3568","UA",415,41946,5,107,17,20,16,31,44,94
"3569","FL",433,40980,5,121,16,19,11,26,37,48
"3570","B6",454,44058,5,32,17,19,10,22,43,73
"3571","UA",473,47014,6,144,17,19,7,22,41,91
"3572","EV",478,42769,5,100,17,19,10,32,26,89
"3573","B6",462,45624,6,32,18,19,5,27,44,138
"3574","B6",455,46756,6,40,18,20,8,28,43,147
"3576","DL",424,42653,6,95,17,18,6,23,22,60
"3577","DL",449,41815,5,167,17,19,12,24,50,55
"3578","DL",440,42698,6,70,18,19,9,29,36,92
"3579","9E",448,43955,5,171,18,19,9,21,44,105
"3580","B6",473,43369,5,63,18,18,16,24,36,76
"3581","B6",466,44331,5,73,18,19,10,24,25,87
"3582","DL",449,42365,6,73,18,18,10,21,37,85
"3583","WN",443,42464,5,14,17,20,3,34,40,80
"3585","UA",417,41014,6,101,17,19,10,18,36,51
"3586","B6",421,43753,5,80,18,20,13,33,32,83
"3588","B6",431,43641,5,79,16,18,10,22,37,35
"3589","UA",442,41793,6,120,17,19,8,26,42,57
"3591","DL",427,41847,6,49,16,19,4,31,42,45
"3592","B6",395,38732,5,74,17,18,10,23,39,40
"3593","B6",450,46906,5,51,18,20,9,27,37,92
